depth [m];GICC05modelext ice age [yr];GICC05modelext gas age [yr];temperature [°C];temperature error [°C];accumulation, tuned [m ice/yr];NGRIP d18O (permil);Age from d18O [yr];Counting Err Age from d18O [yr];d15N [permil];Err d15N [permil]
2040.233531;37200.49323;36263.72309;-41.0203439;3;0.065905658;-39.90892878;37200.49205;1420;0.334340424;0.02
2040.355743;37204.94792;36273.08584;-40.93077022;3;0.066270416;-39.80893727;37204.93612;1420;0.336102398;0.02
2040.502456;37210.29356;36282.45692;-40.82323917;3;0.0667083;-39.68889984;37210.27112;1420;0.338217607;0.02
2040.625243;37214.74825;36291.85152;-40.73960566;3;0.067055589;-39.58843751;37214.73611;1420;0.339987878;0.02
2040.74803;37219.20295;36301.25143;-40.68141992;3;0.067326136;-39.48797517;37219.2011;1420;0.341758149;0.02
2040.895375;37224.66224;36310.686;-40.61159702;3;0.067650792;-39.52107875;37224.64352;1420;0.343882475;0.02
2041.018162;37229.22825;36320.12808;-40.55341127;3;0.067921339;-39.5711032;37229.1912;1420;0.345652746;0.02
2041.16643;37234.70747;36330.14982;-40.50115162;3;0.068188254;-39.63150854;37234.68259;1420;0.347790377;0.02
2041.290292;37239.27348;36340.15984;-40.47245766;3;0.068361544;-39.68197073;37239.27007;1420;0.336840569;0.02
2041.438926;37244.94046;36349.4966;-40.43802492;3;0.068569492;-39.6057023;37244.95869;1420.247934;0.328144757;0.02
2041.562788;37249.68687;36358.83337;-40.40933097;3;0.068742782;-39.52471577;37249.7226;1420.48613;0.327937615;0.02
2041.710528;37255.38255;36368.28171;-40.39934507;3;0.068904791;-39.42811639;37255.40492;1420.770246;0.327690539;0.02
2041.857898;37261.06363;36377.74598;-40.39425513;3;0.069057415;-39.40527037;37261.05277;1421;0.327444081;0.02
2041.980707;37265.74574;36386.66801;-40.39001352;3;0.069184601;-39.64857072;37265.68706;1421;0.3272387;0.02
2042.128078;37271.36427;36395.42053;-40.38577597;3;0.069318006;-39.94053114;37271.24821;1421;0.326992243;0.02
2042.278694;37276.9828;36404.61275;-40.38318742;3;0.069415065;-40.2389223;37276.93185;1421;0.326740357;0.02
2042.404865;37281.60227;36414.28749;-40.381019;3;0.069496371;-40.36394792;37281.60231;1421.080116;0.326529353;0.02
2042.55627;37287.00943;36424.08775;-40.3784169;3;0.069593939;-40.24228331;37287.00963;1421.350482;0.326276149;0.02
2042.707573;37292.41659;36434.06896;-40.36210794;3;0.069611749;-40.12070004;37292.41333;1421.620667;0.326023113;0.02
2042.859039;37297.82375;36443.42908;-40.34303468;3;0.069613609;-39.99898665;37297.82282;1421.891141;0.325769807;0.02
2042.98526;37302.39391;36451.87969;-40.32714029;3;0.06961516;-39.88232282;37302.41704;1422.120852;0.325558719;0.02
2043.136726;37307.95004;36460.27266;-40.31165139;3;0.069583476;-39.72524742;37308.02688;1422.401344;0.325305413;0.02
2043.287004;37313.50618;36467.24847;-40.30339643;3;0.069485477;-39.56940328;37313.59274;1422.679637;0.325054093;0.02
2043.43502;37319.06231;36474.22428;-40.29526574;3;0.069388953;-39.41590529;37319.07481;1422.953741;0.329155042;0.02
2043.583036;37324.48012;36481.38833;-40.28713505;3;0.06929243;-39.27814925;37324.47403;1423.447403;0.337747504;0.02
2043.731052;37329.86984;36489.45834;-40.32937424;3;0.069138682;-39.14358933;37329.85643;1423.985643;0.339116468;0.02
2043.879272;37335.25957;36497.52835;-40.37167161;3;0.068984723;-39.00884407;37335.24624;1424.524624;0.340487317;0.02
2044.027906;37340.66606;36505.96691;-40.41408721;3;0.068830333;-38.90824346;37340.67568;1425;0.341861998;0.02
2044.17654;37346.195;36514.56819;-40.49074183;3;0.068662384;-39.05968198;37346.28452;1425;0.343236679;0.02
2044.325174;37351.72393;36523.83945;-40.58451594;3;0.068487655;-39.2111205;37351.89335;1425;0.34461136;0.02
2044.492836;37358.17436;36534.25893;-40.69029498;3;0.068290557;-39.38194611;37358.22023;1425;0.346162027;0.02
2044.635672;37363.73751;36544.65131;-40.77752228;3;0.068169903;-39.69450494;37363.75184;1425;0.347483083;0.02
2044.778508;37369.31752;36555.01043;-40.86186081;3;0.06809651;-40.08940447;37369.35325;1425;0.348804138;0.02
2044.921138;37374.89754;36564.97029;-40.94607791;3;0.068023222;-40.48373537;37374.9466;1425;0.350123292;0.02
2045.085548;37381.45217;36574.55916;-41.02036796;3;0.068000217;-40.7928451;37381.45092;1425.072546;0.351643873;0.02
2045.22647;37387.20908;36583.92739;-41.03521684;3;0.068112228;-40.60590752;37387.20285;1425.360142;0.352947228;0.02
2045.390879;37393.92546;36593.00623;-41.05254054;3;0.068242907;-40.38781367;37393.91343;1425.695671;0.35446781;0.02
