,HLD,HLS,BAR,GOU
218,0.5739927291870117,0.5745887756347656,0.5735158920288086,0.5450248718261719
219,0.55694580078125,0.5576610565185547,0.55694580078125,0.5280971527099609
220,0.5409717559814453,0.5414485931396484,0.5407333374023438,0.5118846893310547
221,0.525355339050293,0.5259513854980469,0.5257129669189453,0.4966259002685547
222,0.5105733871459961,0.51116943359375,0.5108118057250977,0.48172473907470703
223,0.49626827239990234,0.49698352813720703,0.49674510955810547,0.4671812057495117
224,0.4832744598388672,0.48339366912841797,0.48351287841796875,0.45371055603027344
225,0.4705190658569336,0.4706382751464844,0.4703998565673828,0.4410743713378906
226,0.4582405090332031,0.4589557647705078,0.4583597183227539,0.4284381866455078
227,0.4457235336303711,0.4467964172363281,0.44655799865722656,0.4169940948486328
229,0.4349946975708008,0.43594837188720703,0.43463706970214844,0.4055500030517578
230,0.4241466522216797,0.4252195358276367,0.42438507080078125,0.3942251205444336
231,0.4138946533203125,0.41496753692626953,0.4137754440307617,0.38361549377441406
232,0.40435791015625,0.4055500030517578,0.4030466079711914,0.37407875061035156
233,0.3952980041503906,0.3954172134399414,0.3933906555175781,0.3637075424194336
234,0.3864765167236328,0.3867149353027344,0.38433074951171875,0.3540515899658203
235,0.3758668899536133,0.3789663314819336,0.37491321563720703,0.34499168395996094
236,0.3695487976074219,0.3699064254760742,0.36656856536865234,0.3362894058227539
237,0.3604888916015625,0.3622770309448242,0.3584623336791992,0.32782554626464844
238,0.3534555435180664,0.3552436828613281,0.3508329391479492,0.31960010528564453
240,0.3451108932495117,0.34737586975097656,0.34248828887939453,0.3108978271484375
241,0.33795833587646484,0.34058094024658203,0.3349781036376953,0.30303001403808594
242,0.3331899642944336,0.3352165222167969,0.32711029052734375,0.2944469451904297
243,0.3247261047363281,0.32770633697509766,0.32067298889160156,0.28777122497558594
244,0.3192424774169922,0.3222227096557617,0.31435489654541016,0.0
